tf_id	neighbor_gene_id	distance	neighbor_product	LFC_T2vsT1	LFC_T3vsT1	padj_T2vsT1	padj_T3vsT1	baseMean	DEG_T2vsT1	DEG_T3vsT1	window_kb
SC_RS02455	SC_RS02360	18600.5	glycoside hydrolase family 38 N-terminal domain-containing protein	1.014349320955782	3.2652570016901987	0.0318607874196187	4.917797511306493e-12	38.17374976368521	True	True	20
SC_RS02455	SC_RS02365	16602.5	NAD-dependent epimerase/dehydratase family protein						False	False	20
SC_RS02455	SC_RS02370	16232.5	hypothetical protein						False	False	20
SC_RS02455	SC_RS02375	15816.5	hypothetical protein	1.716828997287084	1.401321821146381	5.015441757637298e-06	0.00013087738393421577	33.92894783253177	True	True	20
SC_RS02455	SC_RS02380	14001.5	RHS repeat-associated core domain-containing protein	2.9604397349825025	2.9325271626586433	1.4346872857635355e-31	1.477997151831331e-31	138.69884467650803	True	True	20
SC_RS02455	SC_RS02385	11648.5	hypothetical protein						False	False	20
SC_RS02455	SC_RS02390	10995.0	hypothetical protein	1.7014568941279509	3.089906633880312	0.000560174094993996	1.4851676143195752e-10	24.293991752313392	True	True	20
SC_RS02455	SC_RS02395	10381.0	transposase						False	False	20
SC_RS02455	SC_RS02400	10143.5	transposase						False	False	20
SC_RS02455	SC_RS02405	9105.0	MFS transporter	1.9889647242961657	3.509975836689163	0.000284717789404912	9.665352398986563e-11	24.06427247499414	True	True	20
SC_RS02455	SC_RS02410	7775.0	YfbM family protein	-0.5345231747818219	0.4159391946061897	0.2641497947527736	0.3334933442515441	17.688080879807206	False	False	20
SC_RS02455	SC_RS02415	7109.5	IS5 family transposase	0.2208597278644648	3.8643038696162457	0.7141172891111449	5.248296458681354e-07	13.498418551097968	False	True	20
SC_RS02455	SC_RS02420	6181.5	IS5 family transposase	1.2881730876066293	4.699409054592115	0.0790508002165245	2.1022326633798073e-07	12.324158228957096	False	True	20
SC_RS02455	SC_RS02425	5398.5	hypothetical protein	-0.1904272210121137	0.1085522576150974	0.6732302735254089	0.7933212318579218	17.25603300077841	False	False	20
SC_RS02455	SC_RS02430	5052.5	glutamate-cysteine ligase family protein						False	False	20
SC_RS02455	SC_RS02435	4511.0	ATP-dependent DNA ligase						False	False	20
SC_RS02455	SC_RS02440	3776.5	ADP-ribosylglycohydrolase family protein	0.7387102674719521	1.1809136419874593	0.0797065097848533	0.0034624676567147	26.013553982974784	False	True	20
SC_RS02455	SC_RS02445	2096.0	MBL fold metallo-hydrolase	1.203800828874286	0.9697831428131874	0.0017615911336424	0.0092368032805423	40.37772935597069	True	True	20
SC_RS02455	SC_RS02450	1008.0	serine hydrolase	0.8317849085325675	0.8847119029912909	0.0191491334166528	0.0091637020979932	33.265056578167716	True	True	20
SC_RS02455	SC_RS02460	688.0	IS5/IS1182 family transposase	0.5185452990219875	3.210112197086059	0.3976438362203128	0.00015219666952685944	6.981691866306772	False	True	20
SC_RS02455	SC_RS02465	1388.5	IS481-like element IS1649 family transposase						False	False	20
SC_RS02455	SC_RS02470	2229.5	helix-turn-helix domain-containing protein						False	False	20
