gene_id,old_locus_tag,product,mod_type,T1_sites,T2_sites,T1_mean_freq,T2_mean_freq,methyl_change,methyl_category,log2FC,padj,baseMean,expr_category,coordination
SC_RS05585,SCO0731,MalY/PatB family protein,6mA,1,0,62.2,0.0,-62.2,Lost,1.4,1.045062206635053e-13,162.3,Up,Lost_Up
SC_RS05610,SCO0736,L%2CD-transpeptidase family protein,6mA,1,1,72.0,62.4,-9.6,Stable,0.86,0.000685382070589596,5281.0,Mild,Stable_Mild
SC_RS05825,SCO0779,VOC family protein,6mA,1,1,63.9,53.5,-10.4,Decreased,1.25,3.821529206333973e-06,63.5,Up,Decreased_Up
SC_RS05830,SCO0780,NADP-dependent oxidoreductase,6mA,1,1,63.9,53.5,-10.4,Decreased,2.01,2.4744149038777826e-18,116.7,Up,Decreased_Up
SC_RS05945,SCO0803,RNA polymerase sigma factor SigJ,6mA,2,1,62.5,55.1,-7.4,Stable,0.86,5.183747671411858e-06,302.0,Mild,Stable_Mild
SC_RS06110,SCO0836,mechanosensitive ion channel family protein,6mA,0,1,0.0,50.6,50.6,Gained,-1.65,0.0012194531083653,31.4,Down,Gained_Down
SC_RS06225,SCO0859,copper chaperone PCu(A)C,4mC,0,1,0.0,86.8,86.8,Gained,2.74,1.5616113423258453e-15,81.3,Up,Gained_Up
SC_RS06230,SCO0860,heavy metal translocating P-type ATPase,6mA,1,0,51.6,0.0,-51.6,Lost,3.17,1.45020125237929e-38,1330.6,Up,Lost_Up
SC_RS06230,SCO0860,heavy metal translocating P-type ATPase,4mC,0,1,0.0,63.8,63.8,Gained,3.17,1.45020125237929e-38,1330.6,Up,Gained_Up
SC_RS06245,SCO0863,PepSY-associated TM helix domain-containing protein,6mA,0,1,0.0,59.1,59.1,Gained,3.99,3.6567861703059943e-47,2825.5,Up,Gained_Up
SC_RS06245,SCO0863,PepSY-associated TM helix domain-containing protein,4mC,1,1,80.9,94.1,13.2,Increased,3.99,3.6567861703059943e-47,2825.5,Up,Increased_Up
SC_RS06255,SCO0865,hypothetical protein,4mC,0,1,0.0,87.8,87.8,Gained,2.04,2.2757792949275656e-11,857.0,Up,Gained_Up
SC_RS06310,SCO0877,helix-turn-helix transcriptional regulator,6mA,0,1,0.0,53.1,53.1,Gained,1.69,3.741050281151121e-24,654.9,Up,Gained_Up
SC_RS06430,SCO0897,PPC domain-containing DNA-binding protein,6mA,1,0,59.5,0.0,-59.5,Lost,0.8,0.0366907775739251,30.6,Mild,Lost_Mild
SC_RS06510,SCO0912,ergothioneine biosynthesis protein EgtC,4mC,1,1,96.2,96.5,0.3,Stable,4.96,1.5492100661302076e-102,546.0,Up,Stable_Up
SC_RS06530,SCO0916,phosphatase domain-containing protein,4mC,1,1,89.2,89.1,-0.0,Stable,1.93,5.2348487996514775e-14,73.4,Up,Stable_Up
SC_RS06535,SCO0917,LLM class flavin-dependent oxidoreductase,4mC,1,1,89.2,89.1,-0.0,Stable,2.9,2.8551528532779728e-28,233.8,Up,Stable_Up
SC_RS06595,SCO0929,SAM-dependent methyltransferase,6mA,1,1,59.5,60.2,0.8,Stable,2.66,1.812753700778313e-41,259.7,Up,Stable_Up
SC_RS06595,SCO0929,SAM-dependent methyltransferase,4mC,0,1,0.0,51.8,51.8,Gained,2.66,1.812753700778313e-41,259.7,Up,Gained_Up
SC_RS06675,SCO0945,Fpg/Nei family DNA glycosylase,6mA,1,1,57.3,64.0,6.6,Stable,1.85,1.1649916813416757e-12,91.3,Up,Stable_Up
SC_RS06690,SCO0948,alpha-mannosidase,4mC,1,1,85.8,90.5,4.7,Stable,1.62,1.971098882147859e-09,128.4,Up,Stable_Up
SC_RS06765,SCO0962,glycogen synthase,6mA,1,1,52.4,54.4,1.9,Stable,1.31,0.00013867414588694752,55.3,Up,Stable_Up
SC_RS06890,SCO0986,hypothetical protein,6mA,1,1,53.9,54.8,0.9,Stable,-0.67,0.0060879855158416,347.1,Mild,Stable_Mild
SC_RS06905,SCO0989,(2Fe-2S) ferredoxin domain-containing protein,4mC,0,1,0.0,74.6,74.6,Gained,0.77,0.00028592368773404023,200.2,Mild,Gained_Mild
SC_RS07105,SCO1030,ATP-binding protein,4mC,1,1,85.8,79.9,-5.9,Stable,4.06,5.205386359220276e-26,209.0,Up,Stable_Up
SC_RS07295,SCO1068,maleylpyruvate isomerase family mycothiol-dependent enzyme,6mA,1,1,59.1,52.0,-7.1,Stable,0.96,1.2198463469200917e-05,125.6,Mild,Stable_Mild
SC_RS07305,,DUF6332 family protein,4mC,0,1,0.0,79.7,79.7,Gained,2.06,5.3870547470100855e-08,33.0,Up,Gained_Up
SC_RS07375,SCO1084,TlpA family protein disulfide reductase,4mC,0,1,0.0,57.1,57.1,Gained,3.04,5.4248831455168935e-25,213.9,Up,Gained_Up
SC_RS07380,SCO1085,lysophospholipid acyltransferase family protein,4mC,0,1,0.0,57.1,57.1,Gained,0.79,0.00014906388887592797,737.3,Mild,Gained_Mild
SC_RS07390,SCO1087,threonine aldolase family protein,6mA,2,2,58.2,55.0,-3.1,Stable,-2.82,4.3669824756844564e-44,971.3,Down,Stable_Down
SC_RS07390,SCO1087,threonine aldolase family protein,4mC,2,2,75.0,74.1,-0.9,Stable,-2.82,4.3669824756844564e-44,971.3,Down,Stable_Down
SC_RS07450,SCO1100,DUF5134 domain-containing protein,6mA,1,1,52.8,52.4,-0.4,Stable,5.51,1.3766847995730763e-10,250.6,Up,Stable_Up
SC_RS07535,SCO1117,lactonase family protein,6mA,0,1,0.0,59.8,59.8,Gained,-2.11,3.3845878160407247e-38,321.1,Down,Gained_Down
SC_RS07565,SCO1123,DUF5997 family protein,4mC,0,1,0.0,76.8,76.8,Gained,-1.13,8.216284811568125e-09,472.3,Down,Gained_Down
SC_RS07655,SCO1141,secondary thiamine-phosphate synthase enzyme YjbQ,6mA,1,0,55.2,0.0,-55.2,Lost,-1.32,4.126498259708604e-06,51.5,Down,Lost_Down
SC_RS07820,SCO1174,acetaldehyde dehydrogenase ExaC,6mA,1,1,51.0,64.9,13.9,Increased,5.28,9.024531985256285e-72,556.5,Up,Increased_Up
SC_RS07835,SCO1176,IlvD/Edd family dehydratase,6mA,1,1,61.1,56.1,-5.0,Stable,1.8,7.396646545421133e-13,119.6,Up,Stable_Up
SC_RS07880,SCO1185,hypothetical protein,4mC,1,1,88.1,73.3,-14.7,Decreased,-0.9,0.0003522717996179453,113.8,Mild,Decreased_Mild
SC_RS07905,SCO1190,MFS transporter,6mA,0,1,0.0,53.0,53.0,Gained,-3.44,8.995727988818328e-30,101.3,Down,Gained_Down
SC_RS07910,SCO1191,MarR family winged helix-turn-helix transcriptional regulator,4mC,0,1,0.0,76.7,76.7,Gained,-2.82,8.542326584087242e-19,80.9,Down,Gained_Down
SC_RS07915,SCO1192,DUF779 domain-containing protein,6mA,1,1,62.5,59.0,-3.5,Stable,0.76,0.0214751587386639,46.9,Mild,Stable_Mild
SC_RS08030,SCO1215,cytochrome c oxidase assembly protein,6mA,3,4,81.4,73.6,-7.8,Stable,-1.04,9.290057870354235e-10,412.1,Down,Stable_Down
SC_RS08090,SCO1227,helix-turn-helix transcriptional regulator,4mC,0,1,0.0,87.8,87.8,Gained,4.58,6.884471988046263e-44,190.6,Up,Gained_Up
SC_RS08095,SCO1228,lysophospholipid acyltransferase family protein,4mC,0,1,0.0,87.8,87.8,Gained,1.09,1.5660078330717956e-07,216.1,Up,Gained_Up
SC_RS08125,SCO1234,urease subunit alpha,6mA,1,1,81.6,85.6,4.0,Stable,-0.62,9.9815281329159e-05,524.9,Mild,Stable_Mild
SC_RS08185,SCO1245,adenosylmethionine--8-amino-7-oxononanoate transaminase,6mA,1,0,60.5,0.0,-60.5,Lost,-0.51,0.0095235671868863,546.4,Mild,Lost_Mild
SC_RS08205,SCO1249,hypothetical protein,4mC,1,1,74.0,58.1,-15.9,Decreased,1.52,4.843144026066417e-07,59.9,Up,Decreased_Up
SC_RS08225,SCO1253,SGNH/GDSL hydrolase family protein,6mA,1,1,58.4,55.1,-3.4,Stable,-1.85,2.576623079206146e-12,71.8,Down,Stable_Down
SC_RS08335,SCO1275,NAD(P)/FAD-dependent oxidoreductase,6mA,2,2,73.8,69.2,-4.5,Stable,1.91,0.0001499563125759643,46.3,Up,Stable_Up
SC_RS08425,SCO1293,GNAT family N-acetyltransferase,6mA,1,1,51.2,66.2,15.0,Increased,6.79,8.869809665435927e-181,8440.0,Up,Increased_Up
SC_RS08470,SCO1301,exonuclease SbcCD subunit D,4mC,1,0,56.7,0.0,-56.7,Lost,-1.12,2.2298354842029672e-08,192.1,Down,Lost_Down
SC_RS08540,SCO1315,gamma carbonic anhydrase family protein,6mA,1,0,64.8,0.0,-64.8,Lost,-0.86,1.4083522345186414e-05,143.6,Mild,Lost_Mild
SC_RS08545,SCO1316,DedA family protein,6mA,2,2,67.3,71.4,4.2,Stable,0.77,0.00013615478319400066,618.9,Mild,Stable_Mild
SC_RS08600,SCO1327,PP2C family protein-serine/threonine phosphatase,4mC,1,1,89.1,80.8,-8.3,Stable,0.81,0.0012866537091315,94.6,Mild,Stable_Mild
SC_RS08615,SCO1330,class I adenylate-forming enzyme family protein,4mC,1,1,90.5,84.5,-6.0,Stable,2.47,2.6349114512980236e-06,31.1,Up,Stable_Up
SC_RS08620,SCO1331,LuxR C-terminal-related transcriptional regulator,4mC,1,1,90.5,84.5,-6.0,Stable,2.43,1.0131761059368294e-45,323.3,Up,Stable_Up
SC_RS08710,SCO1349,HipA family kinase,6mA,1,1,57.1,58.3,1.2,Stable,-1.03,1.4494984914839711e-08,193.4,Down,Stable_Down
SC_RS08710,SCO1349,HipA family kinase,4mC,1,1,90.0,86.2,-3.8,Stable,-1.03,1.4494984914839711e-08,193.4,Down,Stable_Down
SC_RS08895,SCO1386,small basic family protein,6mA,1,1,54.5,67.7,13.2,Increased,-0.57,0.0299220893354792,75.7,Mild,Increased_Mild
SC_RS08955,SCO1395,NUDIX domain-containing protein,4mC,0,1,0.0,82.5,82.5,Gained,0.93,8.109395198989763e-06,139.9,Mild,Gained_Mild
SC_RS09070,SCO1419,glycerophosphodiester phosphodiesterase,4mC,0,1,0.0,74.3,74.3,Gained,2.9,3.469506302804237e-36,593.7,Up,Gained_Up
SC_RS09080,SCO1421,RNA polymerase-binding protein RbpA,6mA,0,1,0.0,64.9,64.9,Gained,0.95,0.0006325739770158637,5866.5,Mild,Gained_Mild
SC_RS09080,SCO1421,RNA polymerase-binding protein RbpA,4mC,0,1,0.0,64.0,64.0,Gained,0.95,0.0006325739770158637,5866.5,Mild,Gained_Mild
SC_RS09135,SCO1432,peptidase C39 family protein,6mA,0,1,0.0,50.3,50.3,Gained,2.94,2.269933233698066e-31,251.6,Up,Gained_Up
SC_RS09205,SCO1446,hypothetical protein,6mA,1,1,52.4,51.8,-0.6,Stable,-1.18,0.0013395435616916,33.1,Down,Stable_Down
SC_RS09235,SCO1452,DUF5995 family protein,4mC,1,1,82.8,68.6,-14.2,Decreased,0.79,0.0217263249608607,51.3,Mild,Decreased_Mild
SC_RS09305,SCO1466,hypothetical protein,6mA,1,1,56.9,64.2,7.4,Stable,5.09,3.3654843468196716e-22,75.4,Up,Stable_Up
SC_RS09315,SCO1468,tetratricopeptide repeat protein,6mA,1,1,54.6,53.1,-1.5,Stable,3.87,1.2959238389849076e-39,167.6,Up,Stable_Up
SC_RS09340,SCO1473,methionyl-tRNA formyltransferase,6mA,1,1,52.8,52.7,-0.1,Stable,-0.94,0.00015174277497327835,141.4,Mild,Stable_Mild
SC_RS09345,SCO1474,hypothetical protein,6mA,1,1,52.8,52.7,-0.1,Stable,2.53,8.007206238291413e-21,228.1,Up,Stable_Up
SC_RS09350,SCO1475,primosomal protein N',6mA,0,1,0.0,57.9,57.9,Gained,-1.63,3.4880846042379973e-25,503.7,Down,Gained_Down
SC_RS09400,SCO1485,PH-like domain-containing protein,6mA,1,1,52.2,56.4,4.2,Stable,-2.16,9.636068971738443e-34,243.8,Down,Stable_Down
SC_RS09400,SCO1485,PH-like domain-containing protein,4mC,2,2,67.4,63.4,-4.0,Stable,-2.16,9.636068971738443e-34,243.8,Down,Stable_Down
SC_RS09425,SCO1490,transcription antitermination factor NusB,4mC,1,1,70.7,70.8,0.1,Stable,-1.89,2.270173504188972e-15,1895.3,Down,Stable_Down
SC_RS09435,SCO1492,aminopeptidase P family protein,6mA,1,1,53.4,53.4,-0.0,Stable,-1.27,2.0842517821969842e-13,289.1,Down,Stable_Down
SC_RS09440,SCO1493,Pro-rich N-terminal domain-containing protein,6mA,1,1,51.8,54.2,2.4,Stable,-0.8,1.637711218167768e-05,167.2,Mild,Stable_Mild
SC_RS09480,SCO1501,alanine--tRNA ligase,6mA,1,0,55.1,0.0,-55.1,Lost,-0.55,0.0122177136357914,2739.2,Mild,Lost_Mild
SC_RS09485,SCO1502,hypothetical protein,6mA,1,1,65.4,60.7,-4.7,Stable,-0.86,0.00032585718465955727,256.9,Mild,Stable_Mild
SC_RS09550,SCO1516,protein translocase subunit SecD,6mA,2,1,53.6,50.5,-3.1,Stable,-1.34,1.3946652099733262e-09,2312.6,Down,Stable_Down
SC_RS09550,SCO1516,protein translocase subunit SecD,4mC,1,1,72.0,73.9,1.9,Stable,-1.34,1.3946652099733262e-09,2312.6,Down,Stable_Down
SC_RS09565,SCO1519,Holliday junction branch migration protein RuvA,6mA,1,1,62.9,53.7,-9.1,Stable,-1.64,7.914492555777168e-16,130.1,Down,Stable_Down
SC_RS09565,SCO1519,Holliday junction branch migration protein RuvA,4mC,1,0,62.9,0.0,-62.9,Lost,-1.64,7.914492555777168e-16,130.1,Down,Lost_Down
SC_RS09775,SCO1552,TrmH family RNA methyltransferase,4mC,1,1,80.0,74.0,-6.0,Stable,-1.13,1.0684152338991352e-09,177.6,Down,Stable_Down
SC_RS09835,SCO1564,sigma-70 family RNA polymerase sigma factor,6mA,1,0,50.3,0.0,-50.3,Lost,3.56,2.6224452530615437e-26,74.9,Up,Lost_Up
SC_RS09840,SCO1565,glycerophosphodiester phosphodiesterase,6mA,0,1,0.0,56.9,56.9,Gained,8.29,8.260064023319935e-205,3366.9,Up,Gained_Up
SC_RS09845,SCO1566,lysophospholipid acyltransferase family protein,6mA,0,1,0.0,56.9,56.9,Gained,-0.97,6.625208290523476e-07,275.9,Mild,Gained_Mild
SC_RS10015,SCO1600,translation initiation factor IF-3,6mA,1,1,61.8,56.3,-5.5,Stable,-2.03,9.053943622629561e-17,15598.3,Down,Stable_Down
SC_RS10020,SCO1601,DUF1844 domain-containing protein,6mA,1,1,61.8,56.3,-5.5,Stable,-0.76,2.2436404035089263e-05,235.7,Mild,Stable_Mild
SC_RS10050,,hypothetical protein,6mA,1,1,64.9,59.9,-5.1,Stable,-0.74,0.00013725320923982533,230.3,Mild,Stable_Mild
SC_RS10065,SCO1611,3-oxoacyl-ACP reductase,4mC,1,1,73.5,73.8,0.3,Stable,1.22,0.0007546373449793377,41.8,Up,Stable_Up
SC_RS10070,SCO1612,aldehyde dehydrogenase family protein,4mC,1,1,92.4,91.1,-1.4,Stable,0.75,0.0464700442175009,49.0,Mild,Stable_Mild
SC_RS10090,SCO1616,LysR family transcriptional regulator,6mA,1,1,72.5,72.9,0.4,Stable,-2.33,4.543101324244039e-40,298.7,Down,Stable_Down
SC_RS10090,SCO1616,LysR family transcriptional regulator,4mC,1,1,93.0,89.8,-3.1,Stable,-2.33,4.543101324244039e-40,298.7,Down,Stable_Down
SC_RS10145,SCO1627,GTP-binding protein,6mA,1,0,52.2,0.0,-52.2,Lost,9.62,2.1059570455051947e-113,1884.1,Up,Lost_Up
SC_RS10220,SCO1642,LacI family DNA-binding transcriptional regulator,6mA,1,1,58.5,60.6,2.1,Stable,0.79,1.0870314565402976e-06,234.4,Mild,Stable_Mild
SC_RS10240,SCO1646,ubiquitin-like protein Pup,4mC,1,1,53.3,83.1,29.7,Increased,3.08,5.2817746197601614e-39,2462.1,Up,Increased_Up
SC_RS10245,SCO1647,depupylase/deamidase Dop,6mA,1,0,58.8,0.0,-58.8,Lost,3.51,1.4169318777043546e-63,2594.4,Up,Lost_Up
SC_RS10260,SCO1650,hypothetical protein,6mA,2,1,57.6,52.9,-4.7,Stable,-1.3,4.135461127345079e-09,124.4,Down,Stable_Down
SC_RS10435,SCO1684,tetratricopeptide repeat protein,6mA,1,0,55.7,0.0,-55.7,Lost,1.73,1.1503249464833512e-05,41.0,Up,Lost_Up
SC_RS10550,SCO1707,ABC transporter ATP-binding protein,6mA,0,1,0.0,54.8,54.8,Gained,1.06,0.0191880854010143,38.2,Up,Gained_Up
SC_RS10560,SCO1709,MFS transporter,4mC,1,0,83.6,0.0,-83.6,Lost,-1.76,5.2893025422697196e-11,113.5,Down,Lost_Down
SC_RS10735,SCO1745,response regulator,4mC,1,1,95.1,90.0,-5.1,Stable,0.76,0.0377054659069007,31.7,Mild,Stable_Mild
SC_RS10835,SCO1765,nucleotidyltransferase domain-containing protein,4mC,0,1,0.0,88.5,88.5,Gained,-1.03,9.304853664473325e-06,142.5,Down,Gained_Down
SC_RS10845,SCO1767,NUDIX hydrolase,6mA,1,1,74.5,71.9,-2.6,Stable,-1.67,6.722200480810295e-12,307.6,Down,Stable_Down
SC_RS10845,SCO1767,NUDIX hydrolase,4mC,1,1,53.3,77.8,24.5,Increased,-1.67,6.722200480810295e-12,307.6,Down,Increased_Down
SC_RS10945,SCO1787,FecCD family ABC transporter permease,6mA,1,0,56.6,0.0,-56.6,Lost,1.39,3.08428317291995e-14,958.8,Up,Lost_Up
SC_RS10965,SCO1791,hypothetical protein,6mA,1,1,50.4,51.5,1.1,Stable,-2.4,1.562281677758661e-48,824.5,Down,Stable_Down
SC_RS10980,SCOr06,,4mC,1,1,77.0,66.1,-10.9,Decreased,1.13,9.163005585109196e-05,394.9,Up,Decreased_Up
SC_RS10995,SCO1794,YbhB/YbcL family Raf kinase inhibitor-like protein,4mC,0,1,0.0,53.9,53.9,Gained,0.98,2.844561933840517e-05,1316.0,Mild,Gained_Mild
SC_RS11000,SCO1795,HNH endonuclease,6mA,1,0,53.8,0.0,-53.8,Lost,3.19,4.1297781861190093e-53,733.5,Up,Lost_Up
SC_RS11010,SCO1797,NfeD family protein,4mC,1,1,91.1,85.3,-5.8,Stable,0.75,0.0005875847363063481,921.7,Mild,Stable_Mild
SC_RS11025,SCO1800,chaplin ChpE,4mC,1,1,51.0,70.8,19.8,Increased,7.96,2.9371214379930388e-173,10033.5,Up,Increased_Up
SC_RS11095,SCO1814,enoyl-ACP reductase FabI,4mC,1,1,91.0,94.6,3.6,Stable,-2.03,2.464555191349768e-17,1193.8,Down,Stable_Down
SC_RS11165,SCO1827,DEDDh family exonuclease,6mA,0,1,0.0,50.2,50.2,Gained,-1.48,3.32980582185432e-17,306.9,Down,Gained_Down
SC_RS11195,SCO1833,DUF6286 domain-containing protein,6mA,0,1,0.0,56.9,56.9,Gained,1.03,3.116861250235776e-05,242.6,Up,Gained_Up
SC_RS11210,SCO1836,Asp23/Gls24 family envelope stress response protein,6mA,1,0,50.2,0.0,-50.2,Lost,3.32,2.6975096376518367e-48,242.8,Up,Lost_Up
SC_RS11300,SCO1854,ZIP family metal transporter,4mC,1,1,97.1,93.6,-3.5,Stable,-0.6,0.0012182574415623,847.9,Mild,Stable_Mild
SC_RS11305,SCO1855,precorrin-4 C(11)-methyltransferase,4mC,1,1,97.1,93.6,-3.5,Stable,-0.54,0.0012502285767843,1208.8,Mild,Stable_Mild
SC_RS11380,SCO1870,DUF1349 domain-containing protein,6mA,0,1,0.0,53.1,53.1,Gained,-0.96,1.8202271207392868e-06,196.6,Mild,Gained_Mild
SC_RS11570,SCO1907,hypothetical protein,6mA,1,1,67.6,72.3,4.6,Stable,0.58,0.0045058368246521,931.1,Mild,Stable_Mild
SC_RS11585,SCO1910,DUF3618 domain-containing protein,4mC,1,2,78.1,62.1,-16.0,Decreased,0.82,0.0153242156470021,34.9,Mild,Decreased_Mild
SC_RS11615,SCO1916,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase,6mA,1,1,56.0,53.8,-2.1,Stable,1.2,4.602194550625006e-10,939.4,Up,Stable_Up
SC_RS11695,SCO1932,amidohydrolase family protein,4mC,0,1,0.0,59.3,59.3,Gained,-1.96,7.494292555400215e-14,90.4,Down,Gained_Down
SC_RS11705,SCO1934,heme o synthase,4mC,2,2,63.4,63.4,-0.0,Stable,-1.22,5.3905452329688785e-08,1800.7,Down,Stable_Down
SC_RS11710,SCO1935,transketolase,4mC,1,1,70.6,72.3,1.7,Stable,0.65,0.0058545203757309,13469.8,Mild,Stable_Mild
