locus_tag,motif_count,has_motif,positions,is_coordinated
SC_RS02065,0,False,[],False
SC_RS02070,0,False,[],False
SC_RS02075,1,True,[-113],False
SC_RS02080,0,False,[],False
SC_RS02085,0,False,[],False
SC_RS02090,0,False,[],True
SC_RS02095,0,False,[],False
SC_RS02100,0,False,[],False
SC_RS02110,0,False,[],False
SC_RS02120,0,False,[],False
SC_RS02130,0,False,[],False
SC_RS02135,0,False,[],False
SC_RS02140,0,False,[],False
SC_RS02145,0,False,[],False
SC_RS02150,0,False,[],False
SC_RS02155,0,False,[],False
SC_RS02160,0,False,[],False
SC_RS02180,0,False,[],False
SC_RS02185,0,False,[],False
SC_RS02190,0,False,[],False
SC_RS02195,0,False,[],False
SC_RS02200,0,False,[],False
SC_RS02205,0,False,[],False
SC_RS02210,0,False,[],False
SC_RS02225,0,False,[],False
SC_RS02230,0,False,[],False
SC_RS02235,0,False,[],False
SC_RS02240,0,False,[],False
SC_RS02245,0,False,[],False
SC_RS02250,0,False,[],False
SC_RS02255,0,False,[],False
SC_RS02260,0,False,[],False
SC_RS02265,0,False,[],False
SC_RS02270,0,False,[],False
SC_RS02275,0,False,[],False
SC_RS02285,0,False,[],False
SC_RS02290,1,True,[-78],True
SC_RS02295,1,True,[-196],True
SC_RS02305,0,False,[],False
SC_RS02310,0,False,[],False
SC_RS02315,0,False,[],False
SC_RS02320,0,False,[],False
SC_RS02325,0,False,[],False
SC_RS02330,0,False,[],False
SC_RS02335,0,False,[],False
SC_RS02340,0,False,[],False
SC_RS02345,0,False,[],False
SC_RS02350,0,False,[],False
SC_RS02355,0,False,[],False
SC_RS02360,0,False,[],False
SC_RS02370,0,False,[],False
SC_RS02375,0,False,[],False
SC_RS02380,0,False,[],False
SC_RS02385,0,False,[],False
SC_RS02390,0,False,[],False
SC_RS02400,0,False,[],False
SC_RS02405,0,False,[],False
SC_RS02410,0,False,[],False
SC_RS02420,0,False,[],False
SC_RS02425,0,False,[],False
SC_RS02430,0,False,[],False
SC_RS02435,0,False,[],False
SC_RS02440,0,False,[],False
SC_RS02445,0,False,[],False
SC_RS02450,0,False,[],False
SC_RS02455,0,False,[],True
SC_RS02465,0,False,[],False
SC_RS02480,0,False,[],False
SC_RS02485,0,False,[],False
SC_RS02495,0,False,[],False
